gene_symbol	ensembl_gene_id	ensembl_transcript_id	ensembl_protein_id	refseq_transcript_id	refseq_gene_id	refseq_protein_id
SAAL1	ENSG00000166788.12	ENST00000524803.6	ENSP00000432487.1	NM_138421.3	113174	NP_612430.2
SAC3D1	ENSG00000168061.18	ENST00000652489.1	ENSP00000499090.1	NM_013299.4	29901	NP_037431.3
SACM1L	ENSG00000211456.16	ENST00000389061.10	ENSP00000373713.4	NM_014016.5	22908	NP_054735.3
SACS	ENSG00000151835.18	ENST00000382292.9	ENSP00000371729.3	NM_014363.6	26278	NP_055178.3
SAE1	ENSG00000142230.15	ENST00000270225.12	ENSP00000270225.6	NM_005500.3	10055	NP_005491.1
SAFB	ENSG00000160633.15	ENST00000588852.2	ENSP00000467423.1	NM_001201338.2	6294	NP_001188267.1
SAFB2	ENSG00000130254.15	ENST00000252542.9	ENSP00000252542.3	NM_014649.3	9667	NP_055464.1
SAG	ENSG00000130561.17	ENST00000409110.6	ENSP00000386444.1	NM_000541.5	6295	NP_000532.2
SAGE1	ENSG00000181433.12	ENST00000370709.4	ENSP00000359743.3	NM_001381902.1	55511	NP_001368831.1
SALL1	ENSG00000103449.15	ENST00000251020.9	ENSP00000251020.4	NM_002968.3	6299	NP_002959.2
SALL2	ENSG00000165821.13	ENST00000537235.2	ENSP00000438493.2	NM_001364564.1	6297	NP_001351493.1
SALL3	ENSG00000256463.12	ENST00000537592.7	ENSP00000441823.2	NM_171999.4	27164	NP_741996.2
SALL4	ENSG00000101115.14	ENST00000217086.9	ENSP00000217086.4	NM_020436.5	57167	NP_065169.1
SAMD1	ENSG00000288488.2	ENST00000673075.2	ENSP00000500116.1	NM_138352.3	90378	NP_612361.1
SAMD10	ENSG00000130590.15	ENST00000369886.8	ENSP00000358902.3	NM_080621.5	140700	NP_542188.1
SAMD11	ENSG00000187634.15	ENST00000616016.5	ENSP00000478421.2	NM_001385641.1	148398	NP_001372570.1
SAMD12	ENSG00000177570.17	ENST00000314727.9	ENSP00000314173.4	NM_207506.3	401474	NP_997389.2
SAMD13	ENSG00000203943.10	ENST00000394834.8	ENSP00000378311.3	NM_001134663.2	148418	NP_001128135.1
SAMD14	ENSG00000167100.17	ENST00000330175.9	ENSP00000329144.4	NM_001257359.2	201191	NP_001244288.1
SAMD15	ENSG00000100583.6	ENST00000216471.5	ENSP00000216471.4	NM_001010860.4	161394	NP_001010860.1
SAMD3	ENSG00000164483.18	ENST00000439090.7	ENSP00000403565.2	NM_001017373.4	154075	NP_001017373.2
SAMD4A	ENSG00000020577.16	ENST00000554335.6	ENSP00000452535.1	NM_015589.6	23034	NP_056404.4
SAMD4B	ENSG00000179134.18	ENST00000610417.5	ENSP00000484229.1	NM_001384574.2	55095	NP_001371503.1
SAMD5	ENSG00000203727.5	ENST00000367474.2	ENSP00000356444.1	NM_001030060.3	389432	NP_001025231.1
SAMD7	ENSG00000187033.9	ENST00000335556.7	ENSP00000334668.3	NM_001304366.2	344658	NP_001291295.1
SAMD8	ENSG00000156671.17	ENST00000542569.6	ENSP00000438042.1	NM_001174156.2	142891	NP_001167627.1
SAMD9	ENSG00000205413.9	ENST00000379958.3	ENSP00000369292.2	NM_017654.4	54809	NP_060124.2
SAMD9L	ENSG00000177409.14	ENST00000318238.9	ENSP00000326247.4	NM_152703.5	219285	NP_689916.2
SAMHD1	ENSG00000101347.13	ENST00000646673.2	ENSP00000493536.2	NM_015474.4	25939	NP_056289.2
SAMM50	ENSG00000100347.17	ENST00000350028.5	ENSP00000345445.4	NM_015380.5	25813	NP_056195.3
SAMSN1	ENSG00000155307.21	ENST00000400566.6	ENSP00000383411.2	NM_022136.5	64092	NP_071419.3
SAMTOR	ENSG00000164603.14	ENST00000297145.9	ENSP00000297145.4	NM_152556.3	154743	NP_689769.2
SANBR	ENSG00000162929.16	ENST00000402291.6	ENSP00000385579.1	NM_001129993.3	84542	NP_001123465.1
SAP130	ENSG00000136715.21	ENST00000643581.2	ENSP00000494423.1	NM_001330301.2	79595	NP_001317230.1
SAP18	ENSG00000150459.15	ENST00000382533.9	ENSP00000371973.4	NM_005870.5	10284	NP_005861.2
SAP25	ENSG00000205307.13	ENST00000622764.3	ENSP00000481773.2	NM_001348680.2	100316904	NP_001335609.1
SAP30	ENSG00000164105.6	ENST00000296504.4	ENSP00000296504.3	NM_003864.4	8819	NP_003855.1
SAP30BP	ENSG00000161526.17	ENST00000584667.6	ENSP00000462116.1	NM_013260.8	29115	NP_037392.1
SAP30L	ENSG00000164576.14	ENST00000297109.11	ENSP00000297109.5	NM_024632.6	79685	NP_078908.1
SAPCD1	ENSG00000228727.12	ENST00000415669.4	ENSP00000411948.2	NM_001039651.2	401251	NP_001034740.1
SAPCD2	ENSG00000186193.11	ENST00000409687.5	ENSP00000386348.3	NM_178448.4	89958	NP_848543.2
SAR1A	ENSG00000079332.18	ENST00000373241.9	ENSP00000362338.4	NM_020150.5	56681	NP_064535.1
SAR1B	ENSG00000152700.16	ENST00000402673.7	ENSP00000385432.2	NM_016103.4	51128	NP_057187.1
SARAF	ENSG00000133872.16	ENST00000256255.11	ENSP00000256255.6	NM_016127.6	51669	NP_057211.4
SARDH	ENSG00000123453.21	ENST00000439388.6	ENSP00000403084.1	NM_001134707.2	1757	NP_001128179.1
SARM1	ENSG00000004139.16	ENST00000585482.6	ENSP00000468032.2	NM_015077.4	23098	NP_055892.2
SARNP	ENSG00000205323.11	ENST00000336133.8	ENSP00000337632.3	NM_033082.4	84324	NP_149073.1
SARS1	ENSG00000031698.15	ENST00000234677.7	ENSP00000234677.2	NM_006513.4	6301	NP_006504.2
SARS2	ENSG00000104835.17	ENST00000221431.11	ENSP00000221431.6	NM_017827.4	54938	NP_060297.1
SART1	ENSG00000175467.17	ENST00000312397.10	ENSP00000310448.5	NM_005146.5	9092	NP_005137.1
SART3	ENSG00000075856.14	ENST00000546815.6	ENSP00000449386.2	NM_014706.4	9733	NP_055521.1
SASH1	ENSG00000111961.21	ENST00000367467.8	ENSP00000356437.3	NM_015278.5	23328	NP_056093.3
SASH3	ENSG00000122122.11	ENST00000356892.4	ENSP00000349359.3	NM_018990.4	54440	NP_061863.1
SASS6	ENSG00000156876.11	ENST00000287482.6	ENSP00000287482.5	NM_194292.3	163786	NP_919268.1
SAT1	ENSG00000130066.18	ENST00000379270.5	ENSP00000368572.4	NM_002970.4	6303	NP_002961.1
SAT2	ENSG00000141504.14	ENST00000269298.10	ENSP00000269298.5	NM_133491.5	112483	NP_597998.1
SATB1	ENSG00000182568.20	ENST00000338745.11	ENSP00000341024.5	NM_002971.6	6304	NP_002962.1
SATB2	ENSG00000119042.20	ENST00000417098.6	ENSP00000401112.1	NM_001172509.2	23314	NP_001165980.1
SATL1	ENSG00000184788.16	ENST00000644105.2	ENSP00000494345.1	NM_001367857.2	340562	NP_001354786.1
SAV1	ENSG00000151748.17	ENST00000324679.5	ENSP00000324729.4	NM_021818.4	60485	NP_068590.1
SAXO1	ENSG00000155875.16	ENST00000380534.9	ENSP00000369907.4	NM_153707.4	158297	NP_714918.2
SAXO2	ENSG00000188659.11	ENST00000682753.1	ENSP00000508095.1	NM_001348699.2	283726	NP_001335628.1
SAXO3	ENSG00000268655.3	ENST00000637680.2	ENSP00000489727.1	NM_001396011.1	101059948	NP_001382940.1
SAXO4	ENSG00000162148.13	ENST00000338608.7	ENSP00000344140.2	NM_145017.3	220004	NP_659454.2
SAXO5	ENSG00000198723.12	ENST00000361664.7	ENSP00000355241.2	NM_198534.3	374877	NP_940936.2
SAYSD1	ENSG00000112167.12	ENST00000229903.5	ENSP00000229903.4	NM_018322.3	55776	NP_060792.1
SBDS	ENSG00000126524.14	ENST00000246868.7	ENSP00000246868.2	NM_016038.4	51119	NP_057122.2
SBF1	ENSG00000100241.24	ENST00000380817.8	ENSP00000370196.2	NM_002972.4	6305	NP_002963.2
SBF2	ENSG00000133812.20	ENST00000256190.13	ENSP00000256190.8	NM_030962.4	81846	NP_112224.1
SBK1	ENSG00000188322.9	ENST00000341901.5	ENSP00000343248.4	NM_001024401.3	388228	NP_001019572.1
SBK2	ENSG00000187550.11	ENST00000413299.6	ENSP00000389015.2	NM_001370096.2	646643	NP_001357025.1
SBK3	ENSG00000231274.7	ENST00000612221.1	ENSP00000483467.1	NM_001199824.2	100130827	NP_001186753.1
SBNO1	ENSG00000139697.16	ENST00000602398.3	ENSP00000473665.1	NM_001167856.3	55206	NP_001161328.1
SBNO2	ENSG00000064932.18	ENST00000361757.8	ENSP00000354733.2	NM_014963.3	22904	NP_055778.2
SBSN	ENSG00000189001.11	ENST00000452271.7	ENSP00000430242.1	NM_001166034.2	374897	NP_001159506.1
SBSPON	ENSG00000164764.13	ENST00000297354.7	ENSP00000297354.6	NM_153225.4	157869	NP_694957.3
SC5D	ENSG00000109929.12	ENST00000264027.9	ENSP00000264027.4	NM_006918.5	6309	NP_008849.2
SCAF1	ENSG00000126461.17	ENST00000360565.8	ENSP00000353769.2	NM_021228.3	58506	NP_067051.2
SCAF11	ENSG00000139218.20	ENST00000369367.8	ENSP00000358374.3	NM_004719.3	9169	NP_004710.2
SCAF4	ENSG00000156304.17	ENST00000286835.12	ENSP00000286835.7	NM_020706.2	57466	NP_065757.1
SCAF8	ENSG00000213079.12	ENST00000367178.8	ENSP00000356146.3	NM_014892.5	22828	NP_055707.3
SCAI	ENSG00000173611.20	ENST00000336505.11	ENSP00000336756.6	NM_001144877.3	286205	NP_001138349.1
SCAMP1	ENSG00000085365.20	ENST00000621999.5	ENSP00000481022.1	NM_004866.6	9522	NP_004857.4
SCAMP2	ENSG00000140497.18	ENST00000268099.13	ENSP00000268099.9	NM_005697.5	10066	NP_005688.2
SCAMP3	ENSG00000116521.14	ENST00000302631.8	ENSP00000307275.3	NM_005698.4	10067	NP_005689.2
SCAMP4	ENSG00000227500.13	ENST00000316097.13	ENSP00000316007.7	NM_079834.4	113178	NP_524558.1
SCAMP5	ENSG00000198794.14	ENST00000425597.8	ENSP00000406547.3	NM_138967.4	192683	NP_620417.1
SCAND1	ENSG00000171222.13	ENST00000305978.7	ENSP00000301995.2	NM_033630.3	51282	NP_361012.3
SCAND3	ENSG00000232040.6	ENST00000452236.3	ENSP00000395259.2	NM_052923.2	114821	NP_443155.1
SCAP	ENSG00000114650.23	ENST00000265565.10	ENSP00000265565.5	NM_012235.4	22937	NP_036367.2
SCAPER	ENSG00000140386.15	ENST00000563290.6	ENSP00000454973.1	NM_020843.4	49855	NP_065894.2
SCARA3	ENSG00000168077.16	ENST00000301904.4	ENSP00000301904.3	NM_016240.3	51435	NP_057324.2
SCARA5	ENSG00000168079.19	ENST00000354914.8	ENSP00000346990.3	NM_173833.6	286133	NP_776194.2
SCARB1	ENSG00000073060.19	ENST00000261693.11	ENSP00000261693.6	NM_005505.5	949	NP_005496.4
SCARB2	ENSG00000138760.13	ENST00000264896.8	ENSP00000264896.2	NM_005506.4	950	NP_005497.1
SCARF1	ENSG00000074660.19	ENST00000263071.9	ENSP00000263071.4	NM_003693.4	8578	NP_003684.2
SCARF2	ENSG00000244486.11	ENST00000622235.5	ENSP00000477564.2	NM_182895.5	91179	NP_878315.2
SCART1	ENSG00000214279.14	ENST00000640237.2	ENSP00000491516.1	NM_001396050.1	619207	NP_001382979.1
SCCPDH	ENSG00000143653.12	ENST00000366510.4	ENSP00000355467.3	NM_016002.3	51097	NP_057086.2
SCD	ENSG00000099194.8	ENST00000370355.3	ENSP00000359380.2	NM_005063.5	6319	NP_005054.3
SCD5	ENSG00000145284.13	ENST00000319540.9	ENSP00000316329.4	NM_001037582.3	79966	NP_001032671.2
SCEL	ENSG00000136155.19	ENST00000349847.4	ENSP00000302579.5	NM_144777.3	8796	NP_659001.2
SCFD1	ENSG00000092108.24	ENST00000458591.7	ENSP00000390783.2	NM_016106.4	23256	NP_057190.2
SCFD2	ENSG00000184178.19	ENST00000401642.8	ENSP00000384182.3	NM_152540.4	152579	NP_689753.2
SCG2	ENSG00000171951.6	ENST00000305409.3	ENSP00000304133.2	NM_003469.5	7857	NP_003460.2
SCG3	ENSG00000104112.11	ENST00000220478.8	ENSP00000220478.3	NM_013243.4	29106	NP_037375.2
SCG5	ENSG00000166922.11	ENST00000300175.9	ENSP00000300175.4	NM_001144757.3	6447	NP_001138229.1
SCGB1A1	ENSG00000149021.9	ENST00000278282.3	ENSP00000278282.2	NM_003357.5	7356	NP_003348.1
SCGB1C1	ENSG00000188076.3	ENST00000342878.3	ENSP00000344545.2	NM_145651.3	147199	NP_663626.2
SCGB1C2	ENSG00000268320.4	ENST00000595228.4	ENSP00000471646.2	NM_001097610.3	653486	NP_001091079.1
SCGB1D1	ENSG00000168515.3	ENST00000306238.3	ENSP00000303070.3	NM_006552.2	10648	NP_006543.1
SCGB1D2	ENSG00000124935.5	ENST00000244926.4	ENSP00000244926.3	NM_006551.4	10647	NP_006542.1
SCGB1D4	ENSG00000197745.3	ENST00000358585.3	ENSP00000351395.1	NM_206998.2	404552	NP_996881.1
SCGB2A1	ENSG00000124939.7	ENST00000244930.6	ENSP00000244930.4	NM_002407.3	4246	NP_002398.1
SCGB2A2	ENSG00000110484.7	ENST00000227918.3	ENSP00000227918.2	NM_002411.4	4250	NP_002402.1
SCGB2B2	ENSG00000205209.8	ENST00000601241.6	ENSP00000469876.1	NM_001025591.4	284402	NP_001020762.1
SCGB3A1	ENSG00000161055.6	ENST00000292641.4	ENSP00000292641.3	NM_052863.3	92304	NP_443095.2
SCGB3A2	ENSG00000164265.11	ENST00000296694.5	ENSP00000296694.4	NM_054023.5	117156	NP_473364.1
SCGN	ENSG00000079689.17	ENST00000377961.3	ENSP00000367197.2	NM_006998.4	10590	NP_008929.2
SCHIP1	ENSG00000151967.20	ENST00000638749.2	ENSP00000491030.1	NM_014575.4	29970	NP_055390.1
SCIMP	ENSG00000161929.16	ENST00000574081.6	ENSP00000461269.1	NM_207103.3	388325	NP_996986.1
SCIN	ENSG00000006747.17	ENST00000297029.10	ENSP00000297029.5	NM_001112706.3	85477	NP_001106177.1
SCLT1	ENSG00000151466.14	ENST00000281142.10	ENSP00000281142.5	NM_144643.4	132320	NP_653244.2
SCLY	ENSG00000132330.20	ENST00000254663.12	ENSP00000254663.7	NM_016510.7	51540	NP_057594.5
SCMH1	ENSG00000010803.20	ENST00000695335.1	ENSP00000511813.1	NM_001394311.1	22955	NP_001381240.1
SCML1	ENSG00000047634.17	ENST00000380041.8	ENSP00000369380.3	NM_001037540.3	6322	NP_001032629.1
SCML2	ENSG00000102098.21	ENST00000251900.9	ENSP00000251900.4	NM_006089.3	10389	NP_006080.1
SCML4	ENSG00000146285.17	ENST00000369020.8	ENSP00000358016.3	NM_198081.5	256380	NP_932347.2
SCN10A	ENSG00000185313.10	ENST00000449082.3	ENSP00000390600.2	NM_006514.4	6336	NP_006505.4
SCN11A	ENSG00000168356.14	ENST00000302328.9	ENSP00000307599.3	NM_001349253.2	11280	NP_001336182.1
SCN1A	ENSG00000144285.24	ENST00000674923.1	ENSP00000501589.1	NM_001165963.4	6323	NP_001159435.1
SCN1B	ENSG00000105711.16	ENST00000262631.11	ENSP00000262631.3	NM_001037.5	6324	NP_001028.1
SCN2A	ENSG00000136531.20	ENST00000375437.7	ENSP00000364586.2	NM_001040142.2	6326	NP_001035232.1
SCN2A	ENSG00000136531.20	ENST00000631182.3	ENSP00000486885.1	NM_001371246.1	6326	NP_001358175.1
SCN2B	ENSG00000149575.10	ENST00000278947.6	ENSP00000278947.5	NM_004588.5	6327	NP_004579.1
SCN3A	ENSG00000153253.21	ENST00000283254.12	ENSP00000283254.7	NM_006922.4	6328	NP_008853.3
SCN3B	ENSG00000166257.12	ENST00000299333.8	ENSP00000299333.3	NM_001040151.2	55800	NP_001035241.1
SCN4A	ENSG00000007314.12	ENST00000435607.3	ENSP00000396320.1	NM_000334.4	6329	NP_000325.4
SCN4B	ENSG00000177098.10	ENST00000324727.9	ENSP00000322460.4	NM_174934.4	6330	NP_777594.1
SCN5A	ENSG00000183873.22	ENST00000413689.6	ENSP00000410257.1	NM_001099404.2	6331	NP_001092874.1
SCN5A	ENSG00000183873.22	ENST00000423572.7	ENSP00000398266.2	NM_000335.5	6331	NP_000326.2
SCN7A	ENSG00000136546.19	ENST00000643258.1	ENSP00000496114.1	NM_002976.4	6332	NP_002967.2
SCN8A	ENSG00000196876.19	ENST00000354534.11	ENSP00000346534.4	NM_014191.4	6334	NP_055006.1
SCN8A	ENSG00000196876.19	ENST00000627620.5	ENSP00000487583.2	NM_001330260.2	6334	NP_001317189.1
SCN9A	ENSG00000169432.20	ENST00000642356.2	ENSP00000495601.1	NM_001365536.1	6335	NP_001352465.1
SCNM1	ENSG00000163156.14	ENST00000368905.9	ENSP00000357901.4	NM_024041.4	79005	NP_076946.1
SCNN1A	ENSG00000111319.15	ENST00000228916.7	ENSP00000228916.2	NM_001038.6	6337	NP_001029.1
SCNN1B	ENSG00000168447.13	ENST00000343070.7	ENSP00000345751.2	NM_000336.3	6338	NP_000327.2
SCNN1D	ENSG00000162572.22	ENST00000379116.10	ENSP00000368411.5	NM_001130413.4	6339	NP_001123885.2
SCNN1G	ENSG00000166828.5	ENST00000300061.3	ENSP00000300061.2	NM_001039.4	6340	NP_001030.2
SCO1	ENSG00000133028.14	ENST00000255390.10	ENSP00000255390.5	NM_004589.4	6341	NP_004580.1
SCO2	ENSG00000284194.5	ENST00000395693.8	ENSP00000379046.4	NM_005138.3	9997	NP_005129.2
SCOC	ENSG00000153130.20	ENST00000608372.6	ENSP00000477352.2	NM_001153484.2	60592	NP_001146956.2
SCP2	ENSG00000116171.21	ENST00000371514.8	ENSP00000360569.3	NM_002979.5	6342	NP_002970.2
SCP2D1	ENSG00000132631.6	ENST00000377428.4	ENSP00000366645.2	NM_178483.3	140856	NP_848578.1
SCPEP1	ENSG00000121064.15	ENST00000262288.8	ENSP00000262288.3	NM_021626.3	59342	NP_067639.1
SCPPPQ1	ENSG00000272856.2	ENST00000715253.1	ENSP00000520428.1	NM_001405228.1	105377321	NP_001392157.1
SCRG1	ENSG00000164106.10	ENST00000296506.8	ENSP00000296506.2	NM_007281.4	11341	NP_009212.1
SCRIB	ENSG00000180900.22	ENST00000356994.7	ENSP00000349486.2	NM_182706.5	23513	NP_874365.3
SCRN1	ENSG00000136193.19	ENST00000242059.10	ENSP00000242059.5	NM_014766.5	9805	NP_055581.3
SCRN2	ENSG00000141295.16	ENST00000290216.14	ENSP00000290216.9	NM_138355.4	90507	NP_612364.2
SCRN3	ENSG00000144306.17	ENST00000272732.11	ENSP00000272732.6	NM_024583.5	79634	NP_078859.2
SCRT1	ENSG00000261678.4	ENST00000569446.3	ENSP00000455711.1	NM_031309.6	83482	NP_112599.2
SCRT2	ENSG00000215397.4	ENST00000246104.7	ENSP00000246104.5	NM_033129.4	85508	NP_149120.1
SCT	ENSG00000070031.5	ENST00000176195.4	ENSP00000176195.3	NM_021920.4	6343	NP_068739.1
SCTR	ENSG00000080293.12	ENST00000019103.8	ENSP00000019103.6	NM_002980.3	6344	NP_002971.2
SCUBE1	ENSG00000159307.22	ENST00000360835.9	ENSP00000354080.3	NM_173050.5	80274	NP_766638.2
SCUBE2	ENSG00000175356.16	ENST00000649792.2	ENSP00000497523.1	NM_001367977.2	57758	NP_001354906.1
SCUBE3	ENSG00000146197.11	ENST00000274938.8	ENSP00000274938.7	NM_152753.4	222663	NP_689966.2
SCX	ENSG00000260428.5	ENST00000567180.3	ENSP00000476384.1	NM_001080514.3	642658	NP_001073983.1
SCYGR1	ENSG00000284629.1	ENST00000641359.1	ENSP00000493109.1	NM_001395402.1	112441428	NP_001382331.1
SCYGR2	ENSG00000284643.1	ENST00000641394.1	ENSP00000493300.1	NM_001395403.1	112441435	NP_001382332.1
SCYGR3	ENSG00000284704.1	ENST00000642029.1	ENSP00000493170.1	NM_001395404.1	112441429	NP_001382333.1
SCYGR4	ENSG00000284631.2	ENST00000641801.2	ENSP00000492906.1	NM_001395405.1	112441430	NP_001382334.1
SCYGR5	ENSG00000284667.1	ENST00000641976.1	ENSP00000493101.1	NM_001395406.1	112441437	NP_001382335.1
SCYGR6	ENSG00000284725.1	ENST00000641918.1	ENSP00000493292.1	NM_001395407.1	112441431	NP_001382336.1
SCYGR7	ENSG00000284718.1	ENST00000641700.1	ENSP00000493152.1	NM_001395408.1	112441438	NP_001382337.1
SCYGR8	ENSG00000284635.2	ENST00000641981.2	ENSP00000493156.1	NM_001395409.1	112441432	NP_001382338.1
SCYL1	ENSG00000142186.20	ENST00000270176.10	ENSP00000270176.5	NM_020680.4	57410	NP_065731.3
SCYL2	ENSG00000136021.21	ENST00000360820.7	ENSP00000354061.2	NM_017988.6	55681	NP_060458.3
SCYL3	ENSG00000000457.16	ENST00000367771.11	ENSP00000356745.5	NM_020423.7	57147	NP_065156.5
SDAD1	ENSG00000198301.14	ENST00000356260.10	ENSP00000348596.5	NM_018115.4	55153	NP_060585.2
SDC1	ENSG00000115884.13	ENST00000254351.9	ENSP00000254351.4	NM_002997.5	6382	NP_002988.4
SDC2	ENSG00000169439.14	ENST00000302190.9	ENSP00000307046.4	NM_002998.4	6383	NP_002989.2
SDC3	ENSG00000162512.18	ENST00000339394.7	ENSP00000344468.6	NM_014654.4	9672	NP_055469.3
SDC4	ENSG00000124145.8	ENST00000372733.3	ENSP00000361818.3	NM_002999.4	6385	NP_002990.2
SDCBP	ENSG00000137575.14	ENST00000260130.9	ENSP00000260130.4	NM_005625.4	6386	NP_005616.2
SDCBP2	ENSG00000125775.17	ENST00000360779.4	ENSP00000354013.3	NM_080489.5	27111	NP_536737.3
SDCCAG8	ENSG00000054282.18	ENST00000366541.8	ENSP00000355499.3	NM_006642.5	10806	NP_006633.1
SDE2	ENSG00000143751.12	ENST00000272091.8	ENSP00000272091.7	NM_152608.4	163859	NP_689821.3
SDF2	ENSG00000132581.12	ENST00000247020.9	ENSP00000247020.3	NM_006923.4	6388	NP_008854.2
SDF2L1	ENSG00000128228.7	ENST00000248958.5	ENSP00000248958.4	NM_022044.3	23753	NP_071327.2
SDF4	ENSG00000078808.22	ENST00000360001.12	ENSP00000353094.7	NM_016176.6	51150	NP_057260.3
SDHA	ENSG00000073578.20	ENST00000264932.11	ENSP00000264932.6	NM_004168.4	6389	NP_004159.2
SDHAF1	ENSG00000205138.4	ENST00000378887.4	ENSP00000368165.2	NM_001042631.3	644096	NP_001036096.2
SDHAF2	ENSG00000167985.10	ENST00000301761.7	ENSP00000301761.3	NM_017841.4	54949	NP_060311.1
SDHAF3	ENSG00000196636.9	ENST00000432641.3	ENSP00000414066.2	NM_020186.3	57001	NP_064571.1
SDHAF4	ENSG00000154079.7	ENST00000370474.4	ENSP00000359505.3	NM_145267.3	135154	NP_660310.2
SDHB	ENSG00000117118.14	ENST00000375499.8	ENSP00000364649.3	NM_003000.3	6390	NP_002991.2
SDHC	ENSG00000143252.19	ENST00000367975.7	ENSP00000356953.3	NM_003001.5	6391	NP_002992.1
SDHD	ENSG00000204370.16	ENST00000375549.8	ENSP00000364699.3	NM_003002.4	6392	NP_002993.1
SDK1	ENSG00000146555.20	ENST00000404826.7	ENSP00000385899.2	NM_152744.4	221935	NP_689957.3
SDK2	ENSG00000069188.18	ENST00000392650.8	ENSP00000376421.3	NM_001144952.2	54549	NP_001138424.1
SDR16C5	ENSG00000170786.15	ENST00000303749.8	ENSP00000307607.3	NM_138969.4	195814	NP_620419.2
SDR39U1	ENSG00000100445.20	ENST00000399395.8	ENSP00000382327.3	NM_020195.3	56948	NP_064580.2
SDR42E1	ENSG00000184860.12	ENST00000328945.7	ENSP00000332407.4	NM_145168.3	93517	NP_660151.2
SDR42E2	ENSG00000183921.9	ENST00000602312.3	ENSP00000473474.2	NM_001394319.2	100288072	NP_001381248.1
SDR9C7	ENSG00000170426.2	ENST00000293502.2	ENSP00000293502.1	NM_148897.3	121214	NP_683695.1
SDS	ENSG00000135094.13	ENST00000257549.9	ENSP00000257549.4	NM_006843.3	10993	NP_006834.2
SDSL	ENSG00000139410.17	ENST00000403593.9	ENSP00000385790.4	NM_001304993.2	113675	NP_001291922.1
SEBOX	ENSG00000274529.6	ENST00000536498.6	ENSP00000444503.3	NM_001080837.4	645832	NP_001074306.3
SEC11A	ENSG00000140612.16	ENST00000268220.12	ENSP00000268220.7	NM_014300.4	23478	NP_055115.1
SEC11C	ENSG00000166562.12	ENST00000587834.6	ENSP00000468633.1	NM_033280.4	90701	NP_150596.1
SEC13	ENSG00000157020.20	ENST00000350697.8	ENSP00000312122.4	NM_183352.3	6396	NP_899195.1
SEC14L1	ENSG00000129657.18	ENST00000436233.9	ENSP00000390392.3	NM_001143998.2	6397	NP_001137470.2
SEC14L2	ENSG00000100003.18	ENST00000615189.5	ENSP00000478755.1	NM_012429.5	23541	NP_036561.1
SEC14L3	ENSG00000100012.14	ENST00000215812.9	ENSP00000215812.5	NM_174975.5	266629	NP_777635.1
SEC14L4	ENSG00000133488.17	ENST00000255858.12	ENSP00000255858.7	NM_174977.4	284904	NP_777637.1
SEC14L5	ENSG00000103184.14	ENST00000251170.12	ENSP00000251170.6	NM_014692.2	9717	NP_055507.1
SEC14L6	ENSG00000214491.9	ENST00000402034.7	ENSP00000385695.1	NM_001193336.4	730005	NP_001180265.2
SEC16A	ENSG00000148396.21	ENST00000684901.1	ENSP00000508822.1	NM_014866.2	9919	NP_055681.1
SEC16B	ENSG00000120341.21	ENST00000308284.11	ENSP00000308339.6	NM_033127.4	89866	NP_149118.2
SEC22A	ENSG00000121542.14	ENST00000492595.6	ENSP00000417972.1	NM_012430.5	26984	NP_036562.2
SEC22B	ENSG00000265808.6	ENST00000578049.4	ENSP00000463393.1	NM_004892.6	9554	NP_004883.3
SEC22C	ENSG00000093183.16	ENST00000264454.8	ENSP00000264454.3	NM_032970.4	9117	NP_116752.1
SEC23A	ENSG00000100934.17	ENST00000307712.11	ENSP00000306881.6	NM_006364.4	10484	NP_006355.2
SEC23B	ENSG00000101310.19	ENST00000650089.1	ENSP00000497473.1	NM_006363.6	10483	NP_006354.2
SEC23IP	ENSG00000107651.17	ENST00000369075.8	ENSP00000358071.3	NM_007190.4	11196	NP_009121.1
SEC24A	ENSG00000113615.15	ENST00000398844.7	ENSP00000381823.2	NM_021982.3	10802	NP_068817.1
SEC24B	ENSG00000138802.13	ENST00000265175.5	ENSP00000265175.4	NM_006323.5	10427	NP_006314.2
SEC24C	ENSG00000176986.18	ENST00000345254.9	ENSP00000321845.6	NM_198597.3	9632	NP_940999.1
SEC24D	ENSG00000150961.17	ENST00000280551.11	ENSP00000280551.6	NM_014822.4	9871	NP_055637.2
SEC31A	ENSG00000138674.19	ENST00000395310.7	ENSP00000378721.2	NM_001077207.4	22872	NP_001070675.1
SEC31B	ENSG00000075826.19	ENST00000370345.8	ENSP00000359370.3	NM_015490.4	25956	NP_056305.1
SEC61A1	ENSG00000058262.13	ENST00000243253.8	ENSP00000243253.3	NM_013336.4	29927	NP_037468.1
SEC61A2	ENSG00000065665.23	ENST00000298428.14	ENSP00000298428.9	NM_018144.4	55176	NP_060614.2
SEC61B	ENSG00000106803.12	ENST00000223641.5	ENSP00000223641.4	NM_006808.3	10952	NP_006799.1
SEC61G	ENSG00000132432.16	ENST00000352861.9	ENSP00000341538.4	NM_014302.4	23480	NP_055117.1
SEC62	ENSG00000008952.19	ENST00000337002.9	ENSP00000337688.4	NM_003262.4	7095	NP_003253.1
SEC63	ENSG00000025796.16	ENST00000369002.9	ENSP00000357998.4	NM_007214.5	11231	NP_009145.1
SECISBP2	ENSG00000187742.17	ENST00000375807.8	ENSP00000364965.3	NM_024077.5	79048	NP_076982.3
SECISBP2L	ENSG00000138593.11	ENST00000559471.6	ENSP00000453854.1	NM_001193489.2	9728	NP_001180418.1
